id,store_id,date,sales,lag_7,lag_28,dayofweek,month,is_event,rolling_mean_7,rolling_std_7,price_norm,price_change
FOODS_2_318_CA_1_validation,CA_1,2011-03-31,0,0.0,0.0,3,3,0,0.0,0.0,0.946768060836502,0.0
FOODS_2_319_CA_1_validation,CA_1,2011-03-31,0,0.0,0.0,3,3,0,0.0,0.0,0.9664429530201342,0.0
FOODS_2_322_CA_1_validation,CA_1,2011-03-31,1,1.0,0.0,3,3,0,1.7142857142857142,1.6035674514745466,0.9328859060402684,0.0
FOODS_2_323_CA_1_validation,CA_1,2011-03-31,0,0.0,1.0,3,3,0,0.42857142857142855,0.5345224838248488,0.8165829145728644,0.0
FOODS_2_326_CA_1_validation,CA_1,2011-03-31,3,0.0,4.0,3,3,0,3.142857142857143,3.2366943748507486,1.0,0.0
FOODS_2_327_CA_1_validation,CA_1,2011-03-31,0,2.0,1.0,3,3,0,1.5714285714285714,1.2724180205607034,0.99,0.0
FOODS_2_329_CA_1_validation,CA_1,2011-03-31,2,1.0,1.0,3,3,0,0.7142857142857143,0.48795003647426666,0.8281250000000001,0.0
FOODS_2_330_CA_1_validation,CA_1,2011-03-31,1,0.0,0.0,3,3,0,1.0,0.8164965809277263,0.9191685912240185,0.0
FOODS_2_332_CA_1_validation,CA_1,2011-03-31,2,1.0,1.0,3,3,0,1.0,0.8164965809277264,1.0,0.0
FOODS_2_333_CA_1_validation,CA_1,2011-03-31,2,0.0,0.0,3,3,0,1.0,1.1547005383792517,0.8892215568862276,0.0
